# goal planned for: G3
# Kw_r1_P = (Kw r1 pallet-at_bay2)
# K_r2_Kw_r1_P = (K r2 (Kw r1 pallet-at_bay2))
# Kw_r2_P = (Kw r2 pallet-at_bay2)
wall_s,sim_s,phase,Kw_r1_P,K_r2_Kw_r1_P,Kw_r2_P
220.072,193.5,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
220.572,194,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
221.072,194.5,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
221.572,194.9,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
222.072,195.4,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
222.572,195.9,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
223.072,196.4,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
223.572,196.9,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
224.072,197.4,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
224.572,197.9,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
225.072,198.4,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
225.572,198.8,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
226.072,199.3,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
226.572,199.8,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
227.072,200.3,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
227.572,200.8,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
228.072,201.3,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
228.572,201.8,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
229.072,202.3,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
229.572,202.8,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
230.072,203.3,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
230.572,203.7,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
231.072,204.2,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
231.572,204.7,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
232.072,205.2,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
232.572,205.6,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
233.072,206.1,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
233.572,206.6,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
234.072,207.1,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
234.572,207.6,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
235.072,208.1,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
235.572,208.5,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
236.072,209,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
236.572,209.5,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
237.072,210,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
237.572,210.5,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
238.072,211,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
238.572,211.5,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
239.072,211.9,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
239.572,212.4,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
240.072,212.9,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
240.572,213.4,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
241.072,213.9,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
241.572,214.4,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
242.072,214.9,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
242.572,215.4,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
243.072,215.8,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
243.572,216.3,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
244.072,216.8,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
244.572,217.3,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
245.072,217.8,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
245.572,218.3,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
246.072,218.8,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
246.572,219.3,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
247.073,219.8,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
247.572,220.2,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
248.072,220.7,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
248.572,221.2,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
249.072,221.7,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
249.572,222.2,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
250.072,222.7,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
250.572,223.2,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
251.072,223.7,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
251.572,224.2,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
252.072,224.7,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
252.572,225.2,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
253.072,225.6,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
253.572,226.1,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
254.072,226.6,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
254.572,227.1,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
255.072,227.6,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
255.572,228.1,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
256.072,228.6,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
256.572,229.1,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
257.072,229.5,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
257.572,230,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
258.072,230.5,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
258.572,231,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
259.072,231.4,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
259.572,231.9,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
260.072,232.4,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
260.572,232.9,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
261.072,233.4,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
261.572,233.9,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
262.072,234.4,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
262.572,234.9,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
263.072,235.3,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
263.572,235.8,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
264.072,236.2,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
264.572,236.5,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
265.072,236.9,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
265.572,237.2,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
266.072,237.6,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
266.572,237.9,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
267.072,238.3,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
267.572,238.7,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
268.072,239.2,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
268.572,239.7,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
269.072,240.2,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
269.572,240.7,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
270.072,241.2,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
270.572,241.6,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
271.072,242.1,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
271.572,242.6,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
272.072,243.1,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
272.572,243.6,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
273.072,244.1,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
273.572,244.5,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
274.072,245,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
274.572,245.5,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
275.072,246,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
275.572,246.5,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
276.072,246.9,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
276.572,247.4,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
277.072,247.9,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
277.572,248.4,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
278.072,248.9,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
278.572,249.4,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
279.072,249.8,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
279.572,250.3,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
280.072,250.8,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
280.572,251.3,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
281.072,251.8,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
281.572,252.2,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
282.072,252.7,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
282.572,253.2,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
283.072,253.7,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
283.572,254.2,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
284.072,254.7,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
284.572,255.1,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
285.072,255.6,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
285.572,256.1,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
286.072,256.6,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
286.572,257.1,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
287.072,257.6,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
287.572,258,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
288.072,258.5,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
288.572,259,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
289.072,259.5,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
289.572,260,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
290.072,260.5,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
290.572,261,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
291.072,261.4,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
291.572,261.9,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
292.072,262.4,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
292.572,262.9,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
293.072,263.4,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
293.572,263.9,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
294.072,264.4,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
294.572,264.8,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
295.072,265.3,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
295.572,265.8,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
296.072,266.3,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
296.572,266.8,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
297.072,267.3,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
297.572,267.8,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
298.072,268.3,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
298.572,268.8,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
299.072,269.3,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
299.572,269.7,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
300.072,270.2,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
300.572,270.7,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
301.072,271.2,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
301.572,271.7,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
302.072,272.2,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
302.572,272.6,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
303.072,273.1,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
303.572,273.6,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
304.072,274.1,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
304.572,274.6,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
305.072,275,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
305.572,275.5,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
306.072,276,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
306.572,276.4,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
307.072,276.9,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
307.572,277.4,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
308.072,277.9,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
308.572,278.4,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
309.072,278.9,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
309.572,279.4,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
310.072,279.8,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
310.572,280.3,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
311.072,280.8,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
311.572,281.3,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
312.072,281.7,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
312.572,282.2,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
313.072,282.7,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
313.572,283.2,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
314.072,283.7,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
314.572,284.2,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
315.072,284.7,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
315.572,285.2,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
316.072,285.7,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
316.572,286.1,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
317.072,286.6,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
317.572,287.1,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
318.072,287.6,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
318.572,288.1,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
319.072,288.6,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
319.572,289,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
320.072,289.5,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
320.572,290,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
321.072,290.5,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
321.572,291,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
322.072,291.5,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
322.572,292,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
323.072,292.5,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
323.572,292.9,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
324.074,293.2,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
324.572,293.6,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
325.072,293.9,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
325.572,294.3,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
326.072,294.7,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
326.572,295.1,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
327.072,295.5,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
327.572,296,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
328.072,296.4,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
328.572,296.9,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
329.072,297.4,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
329.572,297.9,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
330.072,298.4,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
330.572,298.9,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
331.072,299.4,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
331.572,299.8,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
332.072,300.3,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
332.572,300.8,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
333.072,301.3,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
333.572,301.8,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
334.072,302.2,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
334.572,302.7,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
335.072,303.2,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
335.572,303.6,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
336.072,304.1,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
336.572,304.6,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
337.072,305,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
337.572,305.5,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
338.072,306,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
338.572,306.5,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
339.072,307,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
339.572,307.4,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
340.072,307.9,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
340.572,308.4,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
341.072,308.9,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
341.572,309.4,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
342.072,309.9,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
342.572,310.4,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
343.072,310.8,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
343.572,311.3,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
344.072,311.8,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
344.572,312.3,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
345.072,312.8,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
345.572,313.2,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
346.072,313.7,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
346.572,314.2,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
347.072,314.7,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
347.572,315.2,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
348.072,315.7,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
348.572,316.1,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
349.072,316.6,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
349.572,317,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
350.072,317.5,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
350.572,318,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
351.072,318.5,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
351.572,319,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
352.072,319.5,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
352.572,319.9,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
353.072,320.4,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
353.572,320.9,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
354.072,321.4,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
354.572,321.9,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
355.072,322.3,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
355.572,322.8,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
356.072,323.3,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
356.572,323.8,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
357.072,324.3,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
357.572,324.8,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
358.072,325.2,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
358.572,325.7,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
359.072,326.2,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
359.572,326.7,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
360.072,327.1,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
360.572,327.6,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
361.072,328.1,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
361.572,328.6,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
362.072,329.1,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
362.572,329.5,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
363.072,330,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
363.572,330.5,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
364.072,331,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
364.572,331.5,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
365.072,332,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
365.572,332.4,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
366.072,332.9,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
366.572,333.4,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
367.072,333.8,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
367.572,334.3,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
368.072,334.8,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
368.572,335.3,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
369.072,335.8,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
369.572,336.3,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
370.072,336.7,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
370.572,337.2,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
371.072,337.7,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
371.572,338.2,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
372.072,338.7,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
372.572,339.2,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
373.072,339.6,"POLICY: 8 nodes, branching",FALSE,FALSE,FALSE
373.572,340.1,"POLICY: 8 nodes, branching",TRUE,TRUE,FALSE
374.072,340.6,"POLICY: 8 nodes, branching",TRUE,TRUE,FALSE
374.572,341.1,"POLICY: 8 nodes, branching",TRUE,TRUE,FALSE
375.072,341.6,"POLICY: 8 nodes, branching",TRUE,TRUE,FALSE
375.572,342.1,"POLICY: 8 nodes, branching",TRUE,TRUE,FALSE
376.072,342.5,"POLICY: 8 nodes, branching",TRUE,TRUE,FALSE
376.572,343,"POLICY: 8 nodes, branching",TRUE,TRUE,FALSE
377.072,343.5,"POLICY: 8 nodes, branching",TRUE,TRUE,TRUE
377.572,344,"POLICY: 8 nodes, branching",TRUE,TRUE,TRUE
378.072,344.5,"POLICY: 8 nodes, branching",TRUE,TRUE,TRUE
378.572,345,"POLICY: 8 nodes, branching",TRUE,TRUE,TRUE
379.072,345.5,"POLICY: 8 nodes, branching",TRUE,TRUE,TRUE
379.572,346,"POLICY: 8 nodes, branching",TRUE,TRUE,TRUE
380.072,346.5,"POLICY: 8 nodes, branching",TRUE,TRUE,TRUE
380.572,347,"POLICY: 8 nodes, branching",TRUE,TRUE,TRUE
381.072,347.4,"POLICY: 8 nodes, branching",TRUE,TRUE,TRUE
381.572,347.9,"POLICY: 8 nodes, branching",TRUE,TRUE,TRUE
382.072,348.4,"POLICY: 8 nodes, branching",TRUE,TRUE,TRUE
382.572,348.9,"POLICY: 8 nodes, branching",TRUE,TRUE,TRUE
383.072,349.3,"POLICY: 8 nodes, branching",TRUE,TRUE,TRUE
383.572,349.8,"POLICY: 8 nodes, branching",TRUE,TRUE,TRUE
384.072,350.2,"POLICY: 8 nodes, branching",TRUE,TRUE,TRUE
384.574,350.5,"POLICY: 8 nodes, branching",TRUE,TRUE,TRUE
385.072,350.8,"POLICY: 8 nodes, branching",TRUE,TRUE,TRUE
385.572,351.2,"POLICY: 8 nodes, branching",TRUE,TRUE,TRUE
386.072,351.6,"POLICY: 8 nodes, branching",TRUE,TRUE,TRUE
386.572,352,"POLICY: 8 nodes, branching",TRUE,TRUE,TRUE
387.073,352.4,"POLICY: 8 nodes, branching",TRUE,TRUE,TRUE
387.572,352.7,"POLICY: 8 nodes, branching",TRUE,TRUE,TRUE
388.072,353.2,"POLICY: 8 nodes, branching",TRUE,TRUE,TRUE
388.572,353.7,"DONE: G3 holds",TRUE,TRUE,TRUE
389.072,354.1,"DONE: G3 holds",TRUE,TRUE,TRUE
389.572,354.6,"DONE: G3 holds",TRUE,TRUE,TRUE
390.072,355.1,"DONE: G3 holds",TRUE,TRUE,TRUE
390.572,355.6,"DONE: G3 holds",TRUE,TRUE,TRUE
391.072,356.1,"DONE: G3 holds",TRUE,TRUE,TRUE
391.572,356.6,"DONE: G3 holds",TRUE,TRUE,TRUE
392.072,357.1,"DONE: G3 holds",TRUE,TRUE,TRUE
392.572,357.6,"DONE: G3 holds",TRUE,TRUE,TRUE
393.072,358,"DONE: G3 holds",TRUE,TRUE,TRUE
393.572,358.5,"DONE: G3 holds",TRUE,TRUE,TRUE
394.072,359,"DONE: G3 holds",TRUE,TRUE,TRUE
394.572,359.5,"DONE: G3 holds",TRUE,TRUE,TRUE
395.072,359.9,"DONE: G3 holds",TRUE,TRUE,TRUE
395.572,360.4,"DONE: G3 holds",TRUE,TRUE,TRUE
396.072,360.9,"DONE: G3 holds",TRUE,TRUE,TRUE
396.572,361.4,"DONE: G3 holds",TRUE,TRUE,TRUE
397.072,361.9,"DONE: G3 holds",TRUE,TRUE,TRUE
397.572,362.4,"DONE: G3 holds",TRUE,TRUE,TRUE
398.072,362.8,"DONE: G3 holds",TRUE,TRUE,TRUE
398.572,363.3,"DONE: G3 holds",TRUE,TRUE,TRUE
399.072,363.8,"DONE: G3 holds",TRUE,TRUE,TRUE
