# goal planned for: G2
# Kw_r1_P = (Kw r1 pallet-at_bay2)
# K_r2_Kw_r1_P = (K r2 (Kw r1 pallet-at_bay2))
# Kw_r2_P = (Kw r2 pallet-at_bay2)
wall_s,sim_s,phase,Kw_r1_P,K_r2_Kw_r1_P,Kw_r2_P
31.0275,27.5,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
31.5275,28,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
32.0275,28.5,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
32.5275,29,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
33.0275,29.5,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
33.5275,30,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
34.0275,30.5,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
34.5275,31,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
35.0274,31.5,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
35.5275,31.7,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
36.0275,32.2,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
36.5275,32.7,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
37.0274,33.2,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
37.5274,33.7,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
38.0274,34.1,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
38.5275,34.6,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
39.0274,35.1,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
39.5274,35.6,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
40.0274,36.1,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
40.5274,36.6,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
41.0274,37.1,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
41.5274,37.6,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
42.0274,38.1,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
42.5274,38.6,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
43.0274,39.1,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
43.5274,39.6,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
44.0274,40.1,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
44.5274,40.6,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
45.0274,41.1,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
45.5274,41.6,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
46.0274,42.1,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
46.5274,42.6,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
47.0274,43.1,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
47.5274,43.6,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
48.0274,44.1,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
48.5274,44.6,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
49.0274,45.1,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
49.5274,45.6,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
50.0273,46.1,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
50.5274,46.6,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
51.0273,47.1,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
51.5274,47.6,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
52.0273,48.1,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
52.5273,48.6,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
53.0273,49.1,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
53.5273,49.6,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
54.0273,50.1,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
54.5273,50.6,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
55.0273,51.1,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
55.5273,51.6,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
56.0273,52.1,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
56.5273,52.6,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
57.0273,53.1,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
57.5273,53.6,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
58.0273,54.1,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
58.5273,54.6,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
59.0273,55.1,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
59.5273,55.6,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
60.0273,56.1,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
60.5273,56.6,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
61.0273,57.1,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
61.5273,57.6,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
62.0273,58.1,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
62.5273,58.6,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
63.0273,59.1,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
63.5273,59.6,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
64.0273,60.1,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
64.5273,60.6,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
65.0273,61.1,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
65.5273,61.6,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
66.0273,62.1,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
66.5273,62.6,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
67.0272,63.1,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
67.5272,63.6,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
68.0273,64.1,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
68.5272,64.6,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
69.0272,65.1,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
69.5272,65.6,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
70.0272,66.1,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
70.5272,66.6,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
71.0272,67.1,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
71.5272,67.6,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
72.0273,68,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
72.528,68.5,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
73.0272,69,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
73.5273,69.4,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
74.0275,69.9,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
74.5272,70.4,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
75.0272,70.9,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
75.5272,71.4,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
76.0272,71.9,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
76.5272,72.4,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
77.0272,72.9,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
77.5272,73.4,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
78.0272,73.9,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
78.5272,74.4,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
79.0272,74.9,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
79.5272,75.4,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
80.0272,75.9,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
80.5272,76.4,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
81.0272,76.9,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
81.5272,77.4,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
82.0272,77.9,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
82.5272,78.4,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
83.0272,78.9,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
83.5272,79.4,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
84.0271,79.9,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
84.5271,80.3,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
85.0271,80.8,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
85.5271,81.3,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
86.0271,81.8,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
86.5272,82.3,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
87.0271,82.8,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
87.5271,83.3,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
88.0272,83.8,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
88.5271,84.2,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
89.0271,84.7,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
89.5271,85.2,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
90.0271,85.7,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
90.5271,86.2,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
91.0271,86.7,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
91.5271,87.2,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
92.0271,87.7,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
92.5271,88.2,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
93.0271,88.7,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
93.5271,89.2,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
94.0271,89.7,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
94.5271,90.2,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
95.0271,90.7,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
95.5271,91.2,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
96.0271,91.7,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
96.5271,92.2,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
97.0271,92.7,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
97.5271,93.2,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
98.0271,93.7,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
98.5271,94.2,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
99.0271,94.7,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
99.5271,95.2,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
100.027,95.7,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
100.527,96.2,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
101.027,96.7,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
101.527,97.2,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
102.027,97.6,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
102.527,98.1,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
103.027,98.6,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
103.527,99.1,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
104.027,99.6,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
104.527,100.1,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
105.027,100.6,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
105.527,101.1,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
106.027,101.6,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
106.527,102.1,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
107.027,102.6,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
107.527,103.1,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
108.027,103.6,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
108.527,104.1,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
109.027,104.6,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
109.527,105.1,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
110.027,105.6,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
110.527,106.1,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
111.027,106.6,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
111.527,107.1,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
112.027,107.6,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
112.527,108.1,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
113.027,108.6,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
113.527,109.1,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
114.027,109.6,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
114.527,110.1,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
115.027,110.6,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
115.527,111.1,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
116.027,111.6,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
116.527,112.1,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
117.027,112.6,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
117.527,113.1,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
118.03,113.6,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
118.528,113.9,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
119.027,114.4,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
119.527,114.9,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
120.027,115.4,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
120.527,115.9,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
121.027,116.4,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
121.527,116.9,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
122.027,117.4,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
122.527,117.9,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
123.027,118.4,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
123.527,118.9,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
124.027,119.4,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
124.527,119.9,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
125.027,120.4,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
125.527,120.9,"STARTING UP: Gazebo, SLAM, Nav2, ePlanSys",FALSE,FALSE,FALSE
